speaker,ipu,stimulus,sentence_ons,sentence_off,word_ons,word_off,v1_ons,c2_ons,v2_ons,voice_ons,voice_off,c1_rel,c2_rel
it01,ipu_26,Scrivete 'pato' sul foglio,101.709955,103.28291938701405,102.159955,102.56146549996816,102.27509712990218,102.38964447792857,102.51237377938541,102.2686968182384,102.41444918701201,102.26667687166953,102.48136702609678
it01,ipu_27,Ha detto 'pico' sei volte,104.619932,106.22,105.01253161247922,105.42600141277174,105.1510877775084,105.21817979563815,105.359932,105.14123370555497,105.25151476452707,105.12383178446346,105.32192161847328
it01,ipu_28,Scrivete 'chito' sul foglio,107.459932,109.17603773978675,107.94103469790817,108.39267852726937,108.11121932926166,108.179932,108.3288592905118,108.10727750242901,108.21034501416524,108.03751590571409,108.29877960103619
it01,ipu_29,Sentivo 'chico' di nuovo,110.314943,111.83063619122304,110.8072754993135,111.264943,110.98400569341138,111.05927966497157,111.20000926397542,110.98014236161167,111.07356740307274,110.90906597876771,111.1426839786782
it01,ipu_30,Scrivete 'pepo' sul foglio,113.039932,114.669977,113.52862344743953,113.931175556218,113.63662523272156,113.749932,113.85917436602998,113.62718178810522,113.77059897330413,113.62663835416163,113.84819727891157
it01,ipu_31,Scrivete 'tapo' sul foglio,116.129955,117.634966,116.49291069417906,116.899955,116.609955,116.72200539023184,116.829955,116.60863839628654,116.73993813297855,116.59842448312386,116.82173337204057
it01,ipu_32,Scrivete 'tupo' sul foglio,119.014943,120.614966,119.4792244969097,119.88177660568815,119.604943,119.69031889541547,119.81304819687232,119.61731946700858,119.73747981136444,119.59580234459696,119.806667635882
it01,ipu_33,Sentivo 'pito' di nuovo,121.97,123.44,122.47167287489098,122.84967912337808,122.58949300428955,122.68,122.80386018416752,122.59552375577273,122.7003497115727,122.58022114456205,122.7761495509268
it01,ipu_34,Ha detto 'tepo' sei volte,124.83458276484727,126.32289803749177,125.23959323929937,125.61269031572817,125.36723171281449,125.43268734025814,125.5521438603428,125.36147641516965,125.46997052310257,125.34753019219123,125.54612385701707
it01,ipu_35,Ripete 'cuco' da sempre,127.82308094158924,129.469977,128.3058161939862,128.73618694442823,128.444921,128.534910890039,128.674921,128.44848150824498,128.55373919672726,128.4095835965637,128.6066964452549
it01,ipu_36,Ripete 'poco' da sempre,131.009909,132.55645837750336,131.4400216397063,131.87202878083443,131.56438733184925,131.6707527264452,131.809909,131.5624306068775,131.71010209223067,131.55535147392288,131.76741976950666
it01,ipu_37,Sentivo 'tuco' di nuovo,133.874943,135.45637866106085,134.370561163279,134.784943,134.484943,134.574943,134.724943,134.49076904421366,134.61007146710506,134.469124387571,134.67823820052334
it01,ipu_38,Scrivete 'paco' sul foglio,136.659932,138.314966,137.12770421275266,137.52043797741462,137.2340696073486,137.34534417400283,137.46807347545968,137.23028741168397,137.36075261641338,137.221179138322,137.4365081218034
it01,ipu_39,Sentivo 'teco' di nuovo,139.479932,140.8642855221441,139.94607869676796,140.349932,140.069932,140.1637186580181,140.299932,140.07295403221346,140.1795035691602,140.05273714910953,140.24543301846734
it01,ipu_40,Ha detto 'chepo' sei volte,142.199932,143.8,142.6082501478218,143.0271661634612,142.749932,142.849932,142.959932,142.752765475954,142.86893623216523,142.69493995218355,142.92748322423924
